Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-June-2007,26.00,27.05,25.80,26.75,26.528358350750522515,21052,110,558475.00,15008,71.29,1.25,0.75
31-May-2007,27.00,27.45,26.10,26.60,26.896845915201654601,19340,108,520185.00,14425,74.59,1.35,-0.40
30-May-2007,26.00,27.40,25.90,26.30,26.248898045228056726,20872,146,547867.00,15860,75.99,1.50,0.30
29-May-2007,27.15,27.35,26.00,26.30,26.515360788097293454,19693,129,522167.00,14801,75.16,1.35,-0.85
28-May-2007,28.50,28.50,26.80,27.05,27.118277934129459192,13147,70,356524.00,11640,88.54,1.70,-1.45
25-May-2007,27.25,27.50,26.80,27.30,27.110118265440210249,11415,57,309462.00,9956,87.22,0.70,0.05
24-May-2007,27.80,28.35,26.80,27.10,27.363285556780595369,10884,106,297822.00,9042,83.08,1.55,-0.70
23-May-2007,28.20,28.20,27.75,27.95,27.994610980127989221,8907,66,249348.00,7827,87.87,0.45,-0.25
22-May-2007,27.85,28.50,27.85,28.05,28.178442028985507246,4416,38,124436.00,4015,90.92,0.65,0.20
21-May-2007,29.00,29.20,28.00,28.45,28.517322892812292236,13537,70,386039.00,12506,92.38,1.20,-0.55
18-May-2007,29.00,29.00,28.05,28.30,28.439900482040118177,6431,59,182897.00,5721,88.96,0.95,-0.70
17-May-2007,30.80,31.50,27.75,28.65,29.550709845040363737,32331,268,955404.00,20996,64.94,3.75,-2.15
16-May-2007,30.35,30.35,28.95,29.30,29.553694397915503443,16119,86,476376.00,11605,72.00,1.40,-1.05
15-May-2007,29.60,29.75,29.00,29.65,29.344865762524218101,3613,43,106023.00,3054,84.53,0.75,0.05
14-May-2007,28.15,29.85,28.15,29.10,28.908796895213454075,3092,51,89386.00,1850,59.83,1.70,0.95
11-May-2007,29.00,29.00,27.75,27.95,28.380623229461756373,8825,64,250459.00,7773,88.08,1.25,-1.05
10-May-2007,29.80,29.80,28.60,28.80,29.360754570206145468,5142,28,150973.00,4692,91.25,1.20,-1.00
9-May-2007,28.75,29.90,28.15,29.30,29.298139430620937009,4461,42,130699.00,3987,89.37,1.75,0.55
8-May-2007,30.05,30.45,29.30,29.50,29.856082579764545299,11722,52,349973.00,11089,94.60,1.15,-0.55
7-May-2007,30.70,30.70,29.60,30.05,30.019481680071492403,5595,45,167959.00,5094,91.05,1.10,-0.65
4-May-2007,30.75,31.25,29.10,29.60,30.308566144904563767,15141,90,458902.00,12152,80.26,2.15,-1.15
3-May-2007,31.00,32.90,29.00,29.20,30.409666113263235565,27105,163,824254.00,22332,82.39,3.90,-1.80
30-April-2007,31.00,31.25,30.00,30.25,30.498235553595059550,18136,103,553116.00,17200,94.84,1.25,-0.75
27-April-2007,33.00,33.00,31.25,32.35,32.029013539651837524,5170,64,165590.00,4360,84.33,1.75,-0.65
26-April-2007,34.00,34.00,33.00,33.75,33.392653673163418290,6670,45,222729.00,3844,57.63,1.00,-0.25
25-April-2007,34.00,34.20,33.25,34.00,33.915986344070060857,13474,46,456984.00,11545,85.68,0.95,0.00
24-April-2007,33.50,34.00,33.50,33.60,33.580115830115830115,4144,17,139156.00,4144,100.00,0.50,0.10
23-April-2007,33.35,34.00,33.30,33.80,33.541825476429287863,4985,26,167206.00,4685,93.98,0.70,0.45
20-April-2007,34.00,34.00,33.40,33.50,33.767950546837850689,2103,17,71014.00,2100,99.86,0.60,-0.50
19-April-2007,34.00,34.00,32.75,33.60,33.401846048901110613,46911,60,1566914.00,6356,13.55,1.25,-0.40
18-April-2007,36.35,36.35,33.05,33.50,33.608059669068394945,27619,74,928221.00,5712,20.68,3.30,-2.85
17-April-2007,36.00,36.20,33.30,35.70,34.718472080478203819,6859,72,238134.00,5436,79.25,2.90,-0.30
16-April-2007,32.75,34.00,32.75,33.80,33.391624365482233502,3940,57,131563.00,3039,77.13,1.25,1.05
13-April-2007,32.75,33.00,32.00,32.75,32.502573309395571514,8355,40,271559.00,6277,75.13,1.00,0.00
12-April-2007,33.00,33.30,31.55,31.80,32.206526345529029523,7079,36,227990.00,6506,91.91,1.75,-1.20
11-April-2007,31.00,33.50,31.00,32.90,32.142857142857142857,4746,80,152550.00,4095,86.28,2.50,1.90
10-April-2007,30.90,31.50,30.50,31.40,31.116451016635859519,4328,43,134672.00,4128,95.38,1.00,0.50
9-April-2007,31.20,31.20,30.20,30.40,30.480763830384723392,3561,28,108542.00,3186,89.47,1.00,-0.80
5-April-2007,30.40,30.80,30.35,30.80,30.769142857142857142,875,10,26923.00,865,98.86,0.45,0.40
4-April-2007,30.55,30.55,30.10,30.20,30.366843702579666160,2636,20,80047.00,2236,84.83,0.45,-0.35
3-April-2007,31.25,31.50,30.00,30.10,30.600928542591844973,4954,54,151597.00,4940,99.72,1.50,-1.15
2-April-2007,30.60,31.70,30.55,31.50,31.140645161290322580,1550,17,48268.00,775,50.00,1.15,0.90
30-March-2007,31.95,32.20,30.50,31.15,31.045809919374541900,8186,56,254141.00,6499,79.39,1.70,-0.80
29-March-2007,30.75,31.95,30.75,31.70,30.845185777067518977,5006,12,154411.00,5004,99.96,1.20,0.95
28-March-2007,31.85,31.85,30.60,30.75,30.805994915972320293,28324,34,872549.00,27940,98.64,1.25,-1.10
26-March-2007,32.25,32.95,30.10,31.10,31.893726639054449944,9899,44,315716.00,8394,84.80,2.85,-1.15
23-March-2007,32.15,33.25,30.50,31.20,32.022482435597189695,8540,61,273472.00,8100,94.85,2.75,-0.95
22-March-2007,33.00,34.10,31.65,32.80,33.478668548321437294,73694,103,2467177.00,70031,95.03,2.45,-0.20
21-March-2007,32.60,32.85,31.60,32.25,32.537733012627781118,6652,14,216441.00,6651,99.98,1.25,-0.35
20-March-2007,33.40,33.50,32.60,32.70,32.781705948372615039,1782,16,58417.00,1631,91.53,0.90,-0.70
19-March-2007,32.00,33.25,32.00,32.85,32.389837745516652433,2342,12,75857.00,2150,91.80,1.25,0.85
16-March-2007,32.75,33.00,32.05,32.50,32.689915174363807728,1061,12,34684.00,1051,99.06,0.95,-0.25
15-March-2007,33.50,33.85,32.75,33.30,33.366286813674707710,6757,33,225456.00,6330,93.68,1.10,-0.20
14-March-2007,33.15,33.90,32.60,33.00,33.077423167848699763,5076,27,167901.00,4840,95.35,1.30,-0.15
13-March-2007,34.00,34.00,32.80,32.80,33.100324899084375307,10157,42,336200.00,5601,55.14,1.20,-1.20
12-March-2007,35.55,35.55,33.30,33.65,34.335895689403522428,10277,80,352870.00,7783,75.73,2.25,-1.90
9-March-2007,33.90,38.00,33.90,36.25,34.958308157099697885,4965,68,173568.00,3417,68.82,4.10,2.35
8-March-2007,34.05,34.50,33.50,34.05,34.184886280264123257,2726,25,93188.00,2115,77.59,1.00,0.00
7-March-2007,36.00,36.00,34.00,35.00,35.293017296604740550,7805,75,275462.00,6067,77.73,2.00,-1.00
6-March-2007,34.50,35.00,32.00,34.00,33.958971152602302617,46382,80,1575085.00,45845,98.84,3.00,-0.50
5-March-2007,35.00,37.30,34.65,35.15,36.162799297402237219,10817,105,391173.00,7284,67.34,2.65,0.15
2-March-2007,36.00,36.05,34.05,35.10,35.453942728170404852,7089,68,251333.00,6489,91.54,2.00,-0.90
1-March-2007,38.50,38.50,35.80,36.10,36.840482573726541554,1492,40,54966.00,1214,81.37,2.70,-2.40
28-February-2007,38.00,38.00,36.00,36.75,36.751474926253687315,2712,22,99670.00,2308,85.10,2.00,-1.25
27-February-2007,37.00,37.00,36.35,36.65,36.631455074068946421,7223,36,264589.00,7173,99.31,0.65,-0.35
26-February-2007,37.50,38.00,35.05,37.00,36.259997654509206051,8527,106,309189.00,7551,88.55,2.95,-0.50
23-February-2007,38.10,38.45,37.00,38.20,37.691906005221932114,139412,45,5254704.00,113901,81.70,1.45,0.10
22-February-2007,38.50,38.90,38.00,38.10,38.352686308492201039,3462,25,132777.00,2358,68.11,0.90,-0.40
21-February-2007,39.25,39.85,38.00,39.00,38.429099551095854238,3787,63,145531.00,2825,74.60,1.85,-0.25
20-February-2007,40.50,41.00,39.00,39.10,40.028704566635601118,5365,56,214754.00,4798,89.43,2.00,-1.40
19-February-2007,40.50,41.40,39.00,39.60,40.278067266698247276,2111,41,85027.00,1839,87.12,2.40,-0.90
15-February-2007,41.00,41.35,39.00,40.45,40.250463352990732940,11870,93,477773.00,6917,58.27,2.35,-0.55
14-February-2007,42.00,42.00,39.30,39.80,40.021957913998170173,5465,96,218720.00,4414,80.77,2.70,-2.20
13-February-2007,42.60,42.60,40.00,42.15,41.092884562654236358,14588,87,599463.00,7993,54.79,2.60,-0.45
12-February-2007,42.10,43.00,37.00,40.45,40.385095553634879477,10413,183,420530.00,7396,71.03,6.00,-1.65
9-February-2007,45.00,45.00,42.10,42.65,42.698707001707733593,4099,59,175022.00,3374,82.31,2.90,-2.35
8-February-2007,44.60,44.90,43.00,44.40,43.959124087591240875,5480,52,240896.00,5209,95.05,1.90,-0.20
7-February-2007,44.50,44.90,43.50,43.85,44.438069216757741347,10980,93,487930.00,8904,81.09,1.40,-0.65
6-February-2007,44.50,46.50,43.50,44.40,44.688398742803104052,35953,303,1606682.00,14132,39.31,3.00,-0.10
5-February-2007,44.10,44.10,42.50,43.30,43.428051848334528848,98981,70,4298552.00,98376,99.39,1.60,-0.80
2-February-2007,45.00,45.90,42.30,44.05,44.125998598458304134,21405,178,944517.00,18799,87.83,3.60,-0.95
1-February-2007,46.00,46.80,44.10,44.90,45.344694163167860377,12147,90,550802.00,10432,85.88,2.70,-1.10
31-January-2007,49.40,49.60,46.20,47.15,48.767123746940691319,29827,77,1454577.00,27769,93.10,3.40,-2.25
29-January-2007,50.10,50.95,49.40,49.90,49.908414239482200647,6180,26,308434.00,4520,73.14,1.55,-0.20
25-January-2007,51.00,51.00,49.35,49.95,49.999413260316839428,5113,39,255647.00,4902,95.87,1.65,-1.05
24-January-2007,52.00,52.50,49.05,50.95,50.873836745546397234,7522,89,382673.00,6199,82.41,3.45,-1.05
23-January-2007,52.00,52.65,51.35,51.80,51.841195232499580325,5957,32,308818.00,4156,69.77,1.30,-0.20
22-January-2007,53.80,53.80,51.75,51.90,52.082064766122336008,7226,53,376345.00,6482,89.70,2.05,-1.90
19-January-2007,55.45,55.45,52.05,52.80,53.679218967921896792,16491,93,885224.00,14029,85.07,3.40,-2.65
18-January-2007,55.50,55.50,52.55,52.95,53.807912260086173129,12765,97,686858.00,11430,89.54,2.95,-2.55
17-January-2007,51.75,55.50,51.55,54.45,54.583992901508429458,28175,239,1537904.00,17574,62.37,3.95,2.70
16-January-2007,54.25,55.00,51.55,52.90,53.294631352899069434,13970,82,744526.00,12604,90.22,3.45,-1.35
15-January-2007,54.50,55.45,53.00,54.05,54.552793460857841071,11867,67,647378.00,10431,87.90,2.45,-0.45
12-January-2007,56.00,57.90,54.00,55.00,56.117745820862836703,13699,123,768757.00,11931,87.09,3.90,-1.00
11-January-2007,55.45,56.00,54.15,55.00,55.212734741784037558,6816,26,376330.00,6312,92.61,1.85,-0.45
10-January-2007,57.00,57.20,54.25,54.45,55.365838348779677288,27083,160,1499473.00,24614,90.88,2.95,-2.55
9-January-2007,57.00,57.15,56.00,56.90,56.967985645481159694,31767,89,1809702.00,31346,98.67,1.15,-0.10
8-January-2007,57.05,57.05,55.70,56.10,56.748180955393862701,28449,55,1614429.00,27335,96.08,1.35,-0.95
5-January-2007,57.00,58.00,56.05,57.00,57.319342115055443923,94059,127,5391400.00,89722,95.39,1.95,0.00
4-January-2007,57.00,57.05,55.05,55.60,55.803166606693055055,2779,35,155077.00,2322,83.56,2.00,-1.40
3-January-2007,54.85,56.90,54.70,56.40,56.274846228552929750,3089,21,173833.00,2389,77.34,2.20,1.55
2-January-2007,58.00,58.90,56.35,56.40,57.276276701089262979,7069,52,404886.00,6585,93.15,2.55,-1.60
29-December-2006,54.35,60.50,54.35,57.50,58.052513255567338282,23575,357,1368588.00,14954,63.43,6.15,3.15
28-December-2006,54.95,55.25,54.50,55.00,54.918484973240016467,2429,20,133397.00,2228,91.72,0.75,0.05
27-December-2006,55.00,55.90,54.15,54.85,54.813348855258051998,2577,42,141254.00,2530,98.18,1.75,-0.15
26-December-2006,55.00,55.55,52.50,54.15,54.590916822588875659,5879,66,320940.00,4751,80.81,3.05,-0.85
22-December-2006,54.50,55.35,53.75,54.45,54.437987173162308830,10135,48,551729.00,8400,82.88,1.60,-0.05
21-December-2006,56.00,56.00,53.20,54.85,54.648528356066044508,20895,130,1141881.00,13200,63.17,2.80,-1.15
20-December-2006,56.40,56.95,55.30,56.00,56.068339549596336339,42362,69,2375167.00,27852,65.75,1.65,-0.40
19-December-2006,51.00,58.00,51.00,55.65,57.236633117612232815,48983,158,2803622.00,43555,88.92,7.00,4.65
18-December-2006,55.05,57.45,55.05,57.00,56.588920770627159337,34154,120,1932738.00,28761,84.21,2.40,1.95
15-December-2006,57.00,58.00,56.05,56.95,57.001044495508669312,33509,113,1910048.00,25565,76.29,1.95,-0.05
14-December-2006,56.90,58.65,55.50,56.30,57.682179078527962909,120785,202,6967142.00,99008,81.97,3.15,-0.60
13-December-2006,53.00,60.00,52.60,57.45,56.629525445756963422,112337,350,6361591.00,80529,71.69,7.40,4.45
12-December-2006,55.45,55.45,52.10,54.55,54.354564854332900352,43112,194,2343334.00,25403,58.92,3.35,-0.90
11-December-2006,58.00,58.00,53.05,55.55,54.982137881476484476,68189,247,3749177.00,17681,25.93,4.95,-2.45
8-December-2006,54.50,56.70,54.00,56.00,55.062149248426103778,146293,450,8055207.00,94360,64.50,2.70,1.50
7-December-2006,54.35,55.25,53.85,54.80,54.374194577352472089,62700,144,3409262.00,50046,79.82,1.40,0.45
6-December-2006,53.05,53.70,52.60,53.50,53.220365860565214928,35314,68,1879424.00,33561,95.04,1.10,0.45
5-December-2006,53.00,53.60,53.00,53.20,53.216642350712841383,39069,115,2079121.00,33936,86.86,0.60,0.20
4-December-2006,51.40,53.20,51.40,53.10,52.842783336603230658,15291,77,808019.00,13421,87.77,1.80,1.70
1-December-2006,52.00,53.80,51.55,53.20,52.319407954339554267,88304,138,4620013.00,56585,64.08,2.25,1.20
30-November-2006,51.55,52.75,51.05,52.05,51.996285085305448541,58144,44,3023272.00,57250,98.46,1.70,0.50
29-November-2006,52.50,60.95,50.65,51.85,51.638854638389454333,178424,126,9213611.00,153545,86.06,10.30,-0.65
28-November-2006,51.00,52.45,50.00,50.80,51.648730071467839472,45475,104,2348726.00,35721,78.55,2.45,-0.20
27-November-2006,50.40,51.95,50.40,51.35,51.308375865840320816,21944,66,1125911.00,9740,44.39,1.55,0.95
24-November-2006,50.70,51.75,50.55,50.85,50.985220729366602687,5210,35,265633.00,3609,69.27,1.20,0.15
23-November-2006,50.20,52.00,50.20,50.60,51.831430768320813864,33814,59,1752628.00,29201,86.36,1.80,0.40
22-November-2006,51.20,51.25,50.15,50.90,50.977801840822956145,1847,25,94156.00,1126,60.96,1.10,-0.30
21-November-2006,52.50,52.50,50.10,50.50,51.312090790048013967,2291,51,117556.00,2001,87.34,2.40,-2.00
20-November-2006,52.10,53.00,51.90,52.00,52.129101003869665189,17831,71,929514.00,14477,81.19,1.10,-0.10
17-November-2006,53.50,54.90,51.65,51.95,53.855459770114942528,20880,96,1124502.00,13940,66.76,3.25,-1.55
16-November-2006,53.00,55.00,53.00,53.70,54.187692307692307692,10725,93,581163.00,9379,87.45,2.00,0.70
15-November-2006,53.50,56.00,52.30,52.65,53.146243185589002133,8438,70,448448.00,6496,76.99,3.70,-0.85
14-November-2006,52.50,55.00,52.25,53.35,53.776545021089308637,10906,101,586487.00,8609,78.94,2.75,0.85
13-November-2006,55.00,55.00,54.10,54.65,54.548704318936877076,15050,46,820958.00,8240,54.75,0.90,-0.35
10-November-2006,52.10,55.50,52.10,54.70,54.562820951728859979,2921,57,159378.00,1432,49.02,3.40,2.60
9-November-2006,54.40,56.50,54.00,55.60,55.176003452740612861,11585,75,639214.00,6679,57.65,2.50,1.20
8-November-2006,59.95,59.95,54.00,54.50,54.819993009437259699,5722,53,313680.00,3350,58.55,5.95,-5.45
7-November-2006,54.00,55.75,53.50,54.50,54.720317800392787002,11202,87,612977.00,8069,72.03,2.25,0.50
6-November-2006,55.00,55.00,53.55,54.10,54.247025892232330300,2858,27,155038.00,2667,93.32,1.45,-0.90
3-November-2006,55.80,55.80,54.25,54.95,54.798392084106369820,3234,31,177218.00,2725,84.26,1.55,-0.85
2-November-2006,55.00,55.00,54.15,54.85,54.593742239880804569,4027,30,219849.00,3622,89.94,0.85,-0.15
1-November-2006,56.50,58.00,54.35,54.85,54.819105294002734909,5119,44,280619.00,4284,83.69,3.65,-1.65
31-October-2006,55.00,55.95,54.50,54.85,54.730429664508534432,1699,40,92987.00,1485,87.40,1.45,-0.15
30-October-2006,56.00,56.15,54.00,55.40,55.345609391184255955,8689,91,480898.00,5667,65.22,2.15,-0.60
27-October-2006,57.50,58.00,56.60,56.95,57.319630212431156569,5084,47,291413.00,4505,88.61,1.40,-0.55
26-October-2006,58.50,58.50,56.50,57.35,57.708362288626360898,4317,75,249127.00,3878,89.83,2.00,-1.15
23-October-2006,59.00,59.50,58.50,58.90,58.812631780716887099,10434,62,613651.00,9931,95.18,1.00,-0.10
21-October-2006,59.90,59.90,57.50,58.80,58.852727611245578104,10742,42,632196.00,10260,95.51,2.40,-1.10
20-October-2006,60.00,60.00,58.55,59.00,59.352575231481481481,6912,65,410245.00,6079,87.95,1.45,-1.00
19-October-2006,60.00,60.40,58.00,59.40,59.457940889899317960,6158,98,366142.00,5023,81.57,2.40,-0.60
18-October-2006,60.00,61.40,59.00,60.00,60.197238980379368443,18399,179,1107569.00,13450,73.10,2.40,0.00
17-October-2006,58.10,59.40,55.10,58.50,58.499276643626426619,6221,102,363924.00,4261,68.49,4.30,0.40
16-October-2006,58.50,59.40,58.00,58.80,58.875184427820774985,38633,169,2274525.00,27801,71.96,1.40,0.30
13-October-2006,58.80,59.60,57.00,58.90,58.371313672922252010,44760,197,2612700.00,27060,60.46,2.60,0.10
12-October-2006,57.20,58.00,57.15,57.60,57.647191011235955056,4450,28,256530.00,3750,84.27,0.85,0.40
11-October-2006,58.60,58.80,57.30,58.10,58.011196676461647583,19738,89,1145025.00,11103,56.25,1.50,-0.50
10-October-2006,56.50,58.80,56.00,57.80,57.969284655799541964,14846,191,860612.00,8689,58.53,2.80,1.30
9-October-2006,56.55,58.50,55.60,56.20,56.870349104271933853,8708,121,495227.00,6505,74.70,2.90,-0.35
6-October-2006,57.50,58.95,56.10,57.40,58.322788010111953773,55380,158,3229916.00,39675,71.64,2.85,-0.10
5-October-2006,58.00,58.45,56.70,57.05,57.793966450216450216,7392,97,427213.00,5182,70.10,1.75,-0.95
4-October-2006,59.00,62.70,56.00,56.50,57.286880577178659578,5267,137,301730.00,3929,74.60,6.70,-2.50
3-October-2006,59.50,59.60,57.50,57.50,58.262113251605370694,8565,114,499015.00,6924,80.84,2.10,-2.00
29-September-2006,59.50,60.25,58.65,59.60,59.744681572965086689,29473,147,1760855.00,16668,56.55,1.60,0.10
28-September-2006,60.00,60.85,57.05,58.80,59.220751951190523354,25241,256,1494791.00,12614,49.97,3.80,-1.20
27-September-2006,59.00,61.00,58.30,60.00,60.063347019417775445,97179,349,5836896.00,56637,58.28,2.70,1.00
26-September-2006,60.15,60.75,57.80,58.20,59.792811839323467230,22231,269,1329254.00,13071,58.80,2.95,-1.95
25-September-2006,61.00,62.90,59.50,60.35,61.305437617009895694,119648,838,7335073.00,52579,43.94,3.40,-0.65
22-September-2006,60.60,62.35,59.25,60.30,60.647885352814398074,35727,305,2166767.00,15487,43.35,3.10,-0.30
21-September-2006,62.00,64.30,61.00,61.65,62.413246313422501319,145867,1047,9104033.00,52568,36.04,3.30,-0.35
20-September-2006,54.80,63.25,54.80,61.40,60.216403168413669735,155409,1781,9358171.00,64848,41.73,8.45,6.60
19-September-2006,55.00,56.00,55.00,55.55,55.586719325256041234,14939,95,830410.00,11944,79.95,1.00,0.55
18-September-2006,53.50,56.40,53.50,55.60,55.303704551633350980,69887,322,3865010.00,48875,69.93,2.90,2.10
15-September-2006,52.40,53.90,51.35,53.25,52.786556603773584905,13568,125,716208.00,6262,46.15,2.55,0.85
14-September-2006,52.50,53.40,51.75,52.85,52.658357228748496901,21622,147,1138579.00,13511,62.49,1.65,0.35
13-September-2006,51.25,52.40,50.80,51.85,51.557449617520288898,25753,161,1327759.00,11291,43.84,1.60,0.60
12-September-2006,51.80,51.80,49.60,50.25,50.212951734174145040,4123,47,207028.00,3749,90.93,2.20,-1.55
11-September-2006,51.15,51.60,49.55,50.95,51.087791690381331815,14056,129,718090.00,10600,75.41,2.05,-0.20
8-September-2006,51.80,51.80,50.45,51.05,50.801401869158878504,8560,41,434860.00,6954,81.24,1.35,-0.75
7-September-2006,51.75,51.75,50.70,51.30,51.236000000000000000,2000,20,102472.00,1997,99.85,1.05,-0.45
6-September-2006,51.15,51.45,50.75,51.10,51.125185063332784997,6079,38,310790.00,5523,90.85,0.70,-0.05
5-September-2006,52.05,52.05,51.20,51.60,51.694570135746606334,2210,27,114245.00,1001,45.29,0.85,-0.45
4-September-2006,51.65,52.70,51.65,52.35,52.208036049568156214,5326,43,278060.00,3760,70.60,1.05,0.70
1-September-2006,52.85,53.50,52.10,52.70,53.013732394366197183,8520,50,451677.00,6609,77.57,1.40,-0.15
31-August-2006,55.95,57.60,52.25,52.85,53.686281610235982859,16569,121,889528.00,6246,37.70,5.35,-3.10
30-August-2006,50.60,52.95,50.60,52.15,52.093290143452105506,10805,83,562868.00,7239,67.00,2.35,1.55
29-August-2006,51.95,52.90,50.60,52.20,52.162228237143106609,11453,108,597414.00,9301,81.21,2.30,0.25
28-August-2006,50.55,51.50,50.25,51.20,50.832578294268268662,15231,71,774231.00,6954,45.66,1.25,0.65
25-August-2006,51.10,52.90,51.00,51.40,52.224985582468281430,13872,122,724465.00,6725,48.48,1.90,0.30
24-August-2006,51.00,52.00,50.00,51.20,50.560424622952941937,15449,187,781108.00,6692,43.32,2.00,0.20
23-August-2006,50.00,56.90,49.50,50.45,51.177164380047268657,880922,679,45083090.00,840518,95.41,7.40,0.45
22-August-2006,53.00,53.95,49.50,51.00,52.096344305272356539,13732,222,715387.00,8025,58.44,4.45,-2.00
21-August-2006,53.00,57.00,51.75,52.15,53.919033785237787820,18588,123,1002247.00,4914,26.44,5.25,-0.85
18-August-2006,51.10,53.40,51.10,51.95,52.597536378043509580,13882,154,730159.00,10540,75.93,2.30,0.85
17-August-2006,58.00,58.00,52.00,52.50,54.290719861231569817,40355,223,2190902.00,17453,43.25,6.00,-5.50
