Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-May-2008,31.05,31.50,30.05,30.70,30.770054595245155326,57331,146,1764078.00,47821,83.41,1.45,-0.35
13-May-2008,32.00,32.80,31.45,31.80,31.875082038941150732,63994,160,2039814.00,54206,84.70,1.35,-0.20
12-May-2008,33.00,33.40,30.50,31.35,31.945526748368406490,61443,282,1962829.00,27490,44.74,2.90,-1.65
9-May-2008,32.40,33.10,32.40,32.80,32.897895865064590737,70908,184,2332724.00,59466,83.86,0.70,0.40
8-May-2008,32.85,33.00,32.25,32.85,32.664692255813271559,34103,132,1113964.00,31469,92.28,0.75,0.00
7-May-2008,34.25,34.25,32.50,33.40,33.114352691557441565,58442,233,1935269.00,39006,66.74,1.75,-0.85
6-May-2008,33.55,34.00,33.40,33.50,33.595709071844816808,49593,209,1666112.00,43712,88.14,0.60,-0.05
5-May-2008,32.00,34.15,32.00,34.00,33.826456713839611985,120408,496,4072976.00,96485,80.13,2.15,2.00
2-May-2008,32.50,33.15,31.60,33.00,32.571748635623783231,156665,449,5102853.00,107569,68.66,1.55,0.50
30-April-2008,31.60,31.95,30.80,31.65,31.281627769940896023,56003,247,1751865.00,44696,79.81,1.15,0.05
29-April-2008,30.50,31.60,29.70,31.10,31.088979118329466357,60340,273,1875909.00,29171,48.34,1.90,0.60
28-April-2008,31.75,31.75,30.00,30.10,30.415770139071109944,22866,127,695487.00,17232,75.36,1.75,-1.65
25-April-2008,31.55,31.75,30.20,31.10,31.209493353398545272,47844,266,1493187.00,37958,79.34,1.55,-0.45
24-April-2008,31.25,31.95,30.50,31.15,31.031974903586024290,34746,197,1078237.00,27020,77.76,1.45,-0.10
23-April-2008,30.50,31.00,29.90,30.85,30.797610779274899291,79189,244,2438832.00,65620,82.87,1.10,0.35
22-April-2008,30.05,30.80,29.85,30.20,30.394689718043888780,61428,240,1867085.00,41414,67.42,0.95,0.15
21-April-2008,28.55,30.50,28.50,30.00,29.865651236569505547,57053,183,1703925.00,46945,82.28,2.00,1.45
17-April-2008,30.10,30.10,29.10,29.70,29.696942067611165661,28516,120,846838.00,22729,79.71,1.00,-0.40
16-April-2008,29.20,30.00,29.20,29.60,29.511534514301012895,22411,118,661383.00,18299,81.65,0.80,0.40
15-April-2008,29.60,29.90,29.20,29.45,29.399938347718865598,16220,86,476867.00,14032,86.51,0.70,-0.15
11-April-2008,29.20,30.15,28.45,29.50,29.633765948488897838,54629,242,1618863.00,31031,56.80,1.70,0.30
10-April-2008,29.00,29.65,28.50,29.50,29.129549424952685980,54952,238,1600727.00,41697,75.88,1.15,0.50
9-April-2008,28.00,29.05,27.85,28.85,28.721118607362985174,48024,177,1379303.00,38692,80.57,1.20,0.85
8-April-2008,26.85,28.50,26.85,28.05,28.123954080601479445,49478,93,1391517.00,46980,94.95,1.65,1.20
7-April-2008,26.80,28.50,26.75,27.55,27.808662433714764164,57328,235,1594215.00,40277,70.26,1.75,0.75
4-April-2008,28.60,28.80,27.70,28.00,28.319590988715525318,24547,131,695161.00,18600,75.77,1.10,-0.60
3-April-2008,28.70,29.25,28.30,28.40,28.660902977905859750,13533,101,387868.00,11025,81.47,0.95,-0.30
2-April-2008,30.00,30.95,29.50,29.75,30.143147944295923537,114462,267,3450245.00,81795,71.46,1.45,-0.25
1-April-2008,28.00,29.90,27.10,29.50,28.613442702616651724,119351,357,3415043.00,66714,55.90,2.80,1.50
31-March-2008,29.90,29.90,27.45,28.50,29.024849762664471829,88693,224,2574301.00,81391,91.77,2.45,-1.40
28-March-2008,28.25,28.50,28.25,28.50,28.458093291209812302,5381,25,153133.00,5381,100.00,0.25,0.25
27-March-2008,25.50,27.15,25.50,27.15,27.118326254522573540,63570,106,1723912.00,32349,50.89,1.65,1.65
26-March-2008,25.50,25.90,24.05,25.90,25.671125058736658387,59588,142,1529691.00,47183,79.18,1.85,0.40
25-March-2008,23.05,24.70,23.05,24.70,24.414210548830046627,23377,95,570731.00,14977,64.07,1.65,1.65
24-March-2008,24.00,24.00,23.15,23.55,23.452249751408684123,48272,165,1132087.00,36006,74.59,0.85,-0.45
19-March-2008,25.40,25.80,23.55,24.35,24.294165223150601181,157024,377,3814767.00,118204,75.28,2.25,-1.05
18-March-2008,24.50,25.50,24.05,24.75,24.496154260476139179,46415,147,1136989.00,32838,70.75,1.45,0.25
17-March-2008,26.00,26.50,25.30,25.30,25.341400942870930621,26939,84,682672.00,23559,87.45,1.20,-0.70
14-March-2008,26.00,27.50,25.30,26.60,26.083861754755792802,58823,198,1534331.00,41651,70.81,2.20,0.60
13-March-2008,26.60,26.70,26.20,26.25,26.257660455486542443,48300,142,1268245.00,43090,89.21,0.50,-0.35
12-March-2008,27.50,27.85,26.95,27.55,27.307062266912146532,42366,159,1156891.00,30091,71.03,0.90,0.05
11-March-2008,25.95,26.85,25.30,26.55,26.429835432458137591,69394,182,1834072.00,61719,88.94,1.55,0.60
10-March-2008,24.05,26.45,24.05,25.85,24.280574396578062939,81825,219,1986758.00,66336,81.07,2.40,1.80
7-March-2008,25.55,26.50,25.20,25.30,25.776978739109525460,89413,284,2304797.00,68466,76.57,1.30,-0.25
5-March-2008,27.00,27.00,26.25,26.50,26.507246582135014521,70585,178,1871014.00,53926,76.40,0.75,-0.50
4-March-2008,29.00,29.00,27.60,27.60,28.420268911786881125,190992,295,5428044.00,164158,85.95,1.40,-1.40
3-March-2008,28.65,29.80,28.65,29.00,29.057910434099421048,131099,283,3809463.00,111377,84.96,1.15,0.35
29-February-2008,29.10,30.95,29.05,30.05,30.254338116032439176,200375,519,6062213.00,163315,81.50,1.90,0.95
28-February-2008,29.45,29.75,28.80,29.50,29.201532103481559020,147118,263,4296071.00,147118,100.00,0.95,0.05
27-February-2008,29.00,29.60,28.25,29.00,29.239640140642939150,222976,420,6519738.00,222976,100.00,1.35,0.00
26-February-2008,26.50,28.25,26.50,28.20,27.801337865313280874,128862,327,3582536.00,128862,100.00,1.75,1.70
25-February-2008,26.40,27.25,25.55,26.95,26.564546669636890175,161604,318,4292937.00,161604,100.00,1.70,0.55
22-February-2008,25.00,26.55,24.70,26.30,25.486403699655482872,301001,433,7671433.00,301001,100.00,1.85,1.30
21-February-2008,24.50,25.60,24.30,25.55,25.039421438801066985,147331,284,3689083.00,147331,100.00,1.30,1.05
20-February-2008,25.00,25.00,24.10,24.40,24.381982453316162266,49696,120,1211687.00,49696,100.00,0.90,-0.60
19-February-2008,24.90,25.40,24.05,25.00,24.711378537531385858,311446,228,7696260.00,311446,100.00,1.35,0.10
18-February-2008,24.00,24.75,23.65,24.50,24.328252998829724985,109376,183,2660927.00,109376,100.00,1.10,0.50
15-February-2008,23.30,24.25,23.20,24.20,24.047454779210529665,78559,148,1889144.00,78559,100.00,1.05,0.90
14-February-2008,21.65,23.10,21.65,23.10,22.909744408945686900,20032,102,458928.00,20032,100.00,1.45,1.45
13-February-2008,21.55,22.15,21.05,22.00,21.884779309027673069,198966,275,4354327.00,198966,100.00,1.10,0.45
12-February-2008,21.70,22.70,21.50,22.05,22.352053880925131532,242906,254,5429448.00,242906,100.00,1.20,0.35
11-February-2008,23.00,23.10,21.90,22.35,22.101143603339796604,50542,189,1117036.00,50542,100.00,1.20,-0.65
8-February-2008,22.70,23.45,22.50,23.00,22.773596682865932498,44858,181,1021578.00,44858,100.00,0.95,0.30
7-February-2008,23.80,24.10,23.25,23.45,23.750926841324765200,64736,240,1537540.00,64736,100.00,0.85,-0.35
6-February-2008,23.20,24.10,23.20,24.00,23.838625129325209794,43495,147,1036861.00,43495,100.00,0.90,0.80
5-February-2008,23.25,24.25,23.25,23.75,23.909604257197964352,43033,175,1028902.00,43033,100.00,1.00,0.50
4-February-2008,24.85,24.85,23.50,23.80,23.906287283246441237,61187,212,1462754.00,61187,100.00,1.35,-1.05
1-February-2008,24.25,24.40,23.40,23.80,23.732248111501223534,46995,118,1115297.00,46995,100.00,1.00,-0.45
31-January-2008,23.95,24.60,23.45,24.25,24.206848930293525584,42722,144,1034165.00,42722,100.00,1.15,0.30
30-January-2008,24.30,24.50,23.50,23.60,24.030239468624366369,34326,142,824862.00,34326,100.00,1.00,-0.70
29-January-2008,24.00,24.75,23.65,24.15,23.999656923288047207,131166,248,3147939.00,131166,100.00,1.10,0.15
28-January-2008,24.00,24.55,23.25,23.65,23.911526370939573873,57260,215,1369174.00,57260,100.00,1.30,-0.35
25-January-2008,23.55,25.70,23.35,24.15,23.467197367155694701,467935,391,10981123.00,467935,100.00,2.35,0.60
24-January-2008,25.80,26.90,24.55,24.55,25.217835314748433349,38777,197,977872.00,38777,100.00,2.35,-1.25
23-January-2008,26.50,27.60,25.80,25.80,25.984566770470782194,43672,151,1134798.00,43672,100.00,1.80,-0.70
22-January-2008,27.15,27.15,27.15,27.15,27.149749538623780648,3793,13,102979.00,3793,100.00,0.00,0.00
21-January-2008,29.15,29.65,28.55,28.55,28.745518096741459014,44345,233,1274720.00,44345,100.00,1.10,-0.60
18-January-2008,32.60,32.60,29.95,30.00,30.907817342356587186,63244,276,1954734.00,63244,100.00,2.65,-2.60
17-January-2008,31.05,32.00,31.05,31.50,31.670381474206554326,48365,258,1531738.00,48365,100.00,0.95,0.45
16-January-2008,31.10,31.75,30.45,30.95,30.966027684380594733,45802,263,1418306.00,45802,100.00,1.30,-0.15
15-January-2008,32.65,32.65,31.65,32.05,32.204657146532870191,77730,258,2503268.00,77730,100.00,1.00,-0.60
14-January-2008,30.85,32.35,29.80,32.15,31.281652274107021173,80713,337,2524836.00,80713,100.00,2.55,1.30
11-January-2008,30.00,31.55,30.00,30.85,30.228284912039424674,87255,377,2637569.00,87255,100.00,1.55,0.85
10-January-2008,31.60,33.00,31.55,31.55,32.396440453379853385,314703,425,10195257.00,314703,100.00,1.45,-0.05
9-January-2008,33.85,34.00,32.20,33.20,33.416192082190629932,166637,566,5568374.00,166637,100.00,1.80,-0.65
8-January-2008,36.00,36.25,33.40,33.85,34.933699218737942295,323963,1002,11317226.00,323963,100.00,2.85,-2.15
7-January-2008,37.00,37.05,34.00,35.15,35.588008327797285754,337184,1024,11999707.00,337184,100.00,3.05,-1.85
4-January-2008,37.25,37.25,35.00,35.30,35.730933101212905590,349244,1120,12478814.00,349244,100.00,2.25,-1.95
3-January-2008,36.20,37.40,34.40,35.75,35.628239015095622718,311746,1064,11106961.00,311746,100.00,3.00,-0.45
2-January-2008,37.10,37.35,34.75,36.20,36.197260171555588784,347759,1417,12587923.00,347759,100.00,2.60,-0.90
1-January-2008,36.00,36.05,34.30,35.60,35.658478863351347066,353249,1419,12596322.00,353249,100.00,1.75,-0.40
31-December-2007,33.90,34.35,33.65,34.35,34.279451840381911738,357779,980,12264468.00,357779,100.00,0.70,0.45
28-December-2007,33.00,33.20,32.00,32.75,32.621916397509713055,149541,690,4878314.00,149541,100.00,1.20,-0.25
27-December-2007,30.55,32.60,30.55,32.00,31.794331734540868511,100701,508,3201721.00,100701,100.00,2.05,1.45
26-December-2007,31.90,32.00,30.20,31.25,30.975819184235188828,118441,487,3668807.00,118441,100.00,1.80,-0.65
24-December-2007,31.70,31.75,30.00,30.65,30.754527865603322165,105955,512,3258596.00,105955,100.00,1.75,-1.05
20-December-2007,31.50,32.75,29.80,30.30,30.619394595494857809,120085,545,3676930.00,120085,100.00,2.95,-1.20
19-December-2007,32.60,33.50,30.60,31.25,32.315138494910729184,143832,701,4647951.00,143832,100.00,2.90,-1.35
18-December-2007,31.50,33.00,31.35,31.95,31.636748481251309266,114568,583,3624559.00,114568,100.00,1.65,0.45
17-December-2007,35.00,35.50,32.90,32.95,34.323034623756355913,226954,1026,7789750.00,226954,100.00,2.60,-2.05
14-December-2007,33.95,35.25,33.05,34.60,34.724385377324877075,280660,1224,9745746.00,280660,100.00,2.20,0.65
13-December-2007,34.70,35.25,33.50,33.95,34.604407617213280856,537887,2152,18613261.00,322141,59.89,1.75,-0.75
12-December-2007,34.15,34.20,32.80,33.80,33.751116115264267291,305524,1265,10311776.00,165806,54.27,1.40,-0.35
11-December-2007,33.50,35.55,32.70,34.15,34.387162827462377387,587014,2533,20185746.00,332941,56.72,2.85,0.65
10-December-2007,34.00,34.00,31.60,32.70,32.718447577830517939,358150,1505,11718112.00,160646,44.85,2.40,-1.30
7-December-2007,35.90,35.90,32.75,33.35,33.945449192810798026,604629,2815,20524403.00,312249,51.64,3.15,-2.55
6-December-2007,37.80,38.00,31.70,33.95,35.958841918988175574,2295418,7883,82540573.00,1015317,44.23,6.30,-3.85
5-December-2007,29.80,35.10,29.50,35.10,33.371403033923264978,2619117,8174,87403609.00,1211706,46.26,5.60,5.30
4-December-2007,28.90,29.70,27.80,29.25,28.881693403366893903,984290,3594,28427962.00,510059,51.82,1.90,0.35
3-December-2007,26.70,28.40,26.70,28.05,27.653296073211621954,974053,3177,26935776.00,507015,52.05,1.70,1.35
30-November-2007,26.50,26.90,24.75,26.20,26.079680202792978131,743221,2519,19382966.00,395783,53.25,2.15,-0.30
29-November-2007,23.95,25.90,23.50,25.35,24.938066618202999059,879009,2821,21920785.00,551307,62.72,2.40,1.40
28-November-2007,25.85,26.20,21.95,22.15,23.635332741703892788,1203456,2330,28444083.00,1004993,83.51,4.25,-3.70
27-November-2007,24.50,25.35,24.50,25.25,25.118676588360918312,119872,373,3011026.00,95900,80.00,0.85,0.75
26-November-2007,25.85,25.95,24.95,25.00,25.316483875276413232,269524,587,6823400.00,226034,83.86,1.00,-0.85
23-November-2007,25.50,25.50,24.55,24.75,24.937397126516947970,143380,566,3575524.00,104096,72.60,0.95,-0.75
22-November-2007,26.60,26.60,24.55,24.90,25.157699836867862969,183900,736,4626501.00,116992,63.62,2.05,-1.70
21-November-2007,25.75,26.55,24.45,25.75,25.498565875622432620,706703,1662,18019913.00,384212,54.37,2.10,0.00
20-November-2007,25.70,27.80,24.30,24.85,26.393690658841820917,1609233,2921,42473598.00,1283691,79.77,3.50,-0.85
19-November-2007,23.50,26.90,23.40,25.80,25.914266068504534569,1220182,2623,31620121.00,723110,59.26,3.50,2.30
16-November-2007,21.70,23.25,21.45,22.45,22.507069829094188333,460195,887,10357641.00,384391,83.53,1.80,0.75
15-November-2007,22.30,22.75,20.80,21.15,21.544824809728603653,312974,614,6742970.00,277405,88.64,1.95,-1.15
14-November-2007,22.35,22.75,21.65,21.90,22.126649757104165771,139566,337,3088128.00,110613,79.25,1.10,-0.45
13-November-2007,22.45,22.50,20.90,21.10,21.725026722646478671,90747,267,1971481.00,83306,91.80,1.60,-1.35
12-November-2007,24.50,24.50,21.50,21.95,22.007519278832802853,46813,165,1030238.00,38522,82.29,3.00,-2.55
9-November-2007,23.00,24.80,21.75,22.55,22.562120548288164236,15977,104,360475.00,12736,79.71,3.05,-0.45
8-November-2007,21.75,21.75,20.70,21.00,21.044727386345883455,64010,202,1347073.00,41239,64.43,1.05,-0.75
7-November-2007,22.60,22.60,20.60,20.90,21.021225426383955166,90646,277,1905490.00,67713,74.70,2.00,-1.70
6-November-2007,22.95,23.00,21.50,21.60,21.988467977580666964,96167,238,2114565.00,87361,90.84,1.50,-1.35
5-November-2007,23.80,24.50,21.80,22.05,22.577094560099835498,88145,287,1990058.00,64661,73.36,2.70,-1.75
2-November-2007,23.25,23.50,22.50,22.65,22.790904897176293490,41187,143,938689.00,34855,84.63,1.00,-0.60
1-November-2007,24.05,24.50,22.30,22.75,23.322396928331013788,101313,248,2362862.00,96692,95.44,2.20,-1.30
31-October-2007,24.60,25.00,23.75,23.85,24.184718660431437622,53032,218,1282564.00,43837,82.66,1.25,-0.75
30-October-2007,25.80,25.80,24.30,24.50,24.780169075358831962,60683,208,1503735.00,48565,80.03,1.50,-1.30
29-October-2007,24.75,26.00,23.85,24.50,24.221105986574729439,87596,221,2121672.00,78786,89.94,2.15,-0.25
26-October-2007,24.00,24.00,23.55,23.85,23.909383390986719562,41339,172,988390.00,31897,77.16,0.45,-0.15
25-October-2007,24.75,25.00,23.40,23.50,23.818599831012478001,214217,350,5102349.00,193450,90.31,1.60,-1.25
24-October-2007,25.50,25.70,23.80,24.00,24.383390513126491646,80448,216,1961595.00,68298,84.90,1.90,-1.50
23-October-2007,27.50,27.50,24.90,25.00,25.142988779879668274,18449,114,463863.00,14731,79.85,2.60,-2.50
22-October-2007,23.50,25.50,23.50,24.45,24.496518919630659841,60757,103,1488335.00,58285,95.93,2.00,0.95
19-October-2007,26.45,26.45,24.15,24.90,24.889553387192669534,57186,203,1423334.00,44044,77.02,2.30,-1.55
18-October-2007,28.00,29.00,25.00,25.15,26.476169897970394568,136529,425,3614765.00,116684,85.46,4.00,-2.85
17-October-2007,23.15,26.90,23.00,26.30,25.303383666693019211,101192,282,2560500.00,75425,74.54,3.90,3.15
16-October-2007,25.75,26.65,24.75,24.95,25.126861347702647893,207108,316,5203974.00,177356,85.63,1.90,-0.80
15-October-2007,24.80,27.45,24.80,25.00,25.626516491601571672,127762,328,3274095.00,111943,87.62,2.65,0.20
12-October-2007,24.75,25.75,24.75,25.00,25.033927338030114656,36195,92,906103.00,34666,95.78,1.00,0.25
11-October-2007,25.05,26.20,24.85,25.00,25.141696095979875187,20671,100,519704.00,19755,95.57,1.35,-0.05
10-October-2007,26.10,26.45,25.00,25.20,25.748196982434405557,22601,84,581935.00,21967,97.19,1.45,-0.90
9-October-2007,26.40,26.40,25.40,25.70,25.688405083243030243,20302,72,521526.00,19469,95.90,1.00,-0.70
8-October-2007,26.30,27.50,25.30,25.65,26.043401806410358884,12511,84,325829.00,7802,62.36,2.20,-0.65
5-October-2007,27.05,27.60,26.90,27.10,27.296031804461459176,13583,72,370762.00,9876,72.71,0.70,0.05
4-October-2007,27.60,27.60,26.10,26.80,26.669869033258659314,23212,123,619061.00,17872,76.99,1.50,-0.80
3-October-2007,28.50,29.00,27.40,27.45,27.714791026715070278,21486,91,595480.00,14135,65.79,1.60,-1.05
1-October-2007,27.55,28.15,27.20,28.05,27.771099901574803149,16256,84,451447.00,12000,73.82,0.95,0.50
28-September-2007,28.70,29.00,27.55,27.75,28.024092836946277097,16976,118,475737.00,11482,67.64,1.45,-0.95
27-September-2007,29.00,29.00,28.30,28.50,28.850844146783870517,28668,96,827096.00,23184,80.87,0.70,-0.50
26-September-2007,28.55,29.20,28.25,28.85,28.767219190775249665,19426,83,558832.00,16077,82.76,0.95,0.30
25-September-2007,28.10,29.05,28.10,29.00,28.918573342173271814,73907,86,2137285.00,72793,98.49,0.95,0.90
24-September-2007,29.40,29.40,28.20,29.10,28.916576627807790730,52755,135,1525494.00,49128,93.12,1.20,-0.30
21-September-2007,28.95,29.50,28.35,28.95,29.060149735224298496,82145,131,2387146.00,77049,93.80,1.15,0.00
20-September-2007,28.80,29.00,28.20,28.45,28.697205977907732293,18468,81,529980.00,15189,82.24,0.80,-0.35
19-September-2007,30.00,30.00,28.05,28.25,29.076420418381635337,94268,214,2740976.00,82190,87.19,1.95,-1.75
18-September-2007,28.00,29.75,27.50,29.35,29.247799109424045550,68495,360,2003328.00,46517,67.91,2.25,1.35
17-September-2007,28.20,28.55,27.65,28.10,28.029135213878956429,7551,47,211648.00,5465,72.37,0.90,-0.10
14-September-2007,29.00,29.00,27.70,28.00,28.468291630716134598,13908,109,395937.00,9409,67.65,1.30,-1.00
13-September-2007,28.20,29.45,28.10,28.80,28.821013066046178628,27935,139,805115.00,21183,75.83,1.35,0.60
12-September-2007,27.10,28.65,27.10,28.05,28.279095180854551415,18302,132,517564.00,11064,60.45,1.55,0.95
11-September-2007,27.80,28.50,27.70,27.95,28.089429318864451119,10321,82,289911.00,5757,55.78,0.80,0.15
10-September-2007,26.85,28.10,26.85,28.05,27.982152162584679520,7676,54,214791.00,7308,95.21,1.25,1.20
7-September-2007,28.00,28.60,27.75,28.05,28.296416712783619258,14456,104,409053.00,11230,77.68,0.85,0.05
6-September-2007,27.90,28.00,27.30,27.90,27.755448997384481255,4588,49,127342.00,3147,68.59,0.70,0.00
5-September-2007,28.00,28.00,27.25,27.80,27.699869152764147857,6114,62,169357.00,3710,60.68,0.75,-0.20
4-September-2007,28.00,28.00,27.20,27.95,27.734079776067179846,10003,67,277424.00,7876,78.74,0.80,-0.05
3-September-2007,27.75,28.25,27.30,27.75,27.800205576255942438,15566,108,432738.00,11492,73.83,0.95,0.00
31-August-2007,27.80,27.80,26.70,26.95,26.970083821414793252,28513,128,768998.00,23056,80.86,1.10,-0.85
30-August-2007,27.00,28.10,26.55,26.80,27.080454948025917121,42906,181,1161914.00,29505,68.77,1.55,-0.20
29-August-2007,26.50,29.85,26.50,27.65,28.677396593190355985,100622,258,2885577.00,70973,70.53,3.35,1.15
28-August-2007,28.50,29.00,28.05,28.80,28.597985273889473258,24718,136,706885.00,15522,62.80,0.95,0.30
27-August-2007,27.50,29.15,27.10,28.25,28.637789740623748720,112385,364,3218458.00,62795,55.87,2.05,0.75
24-August-2007,26.85,27.00,26.25,26.50,26.868367506652058225,6389,31,171662.00,6159,96.40,0.75,-0.35
23-August-2007,27.10,27.50,27.10,27.25,27.311715822062897181,6137,32,167612.00,4887,79.63,0.40,0.15
22-August-2007,25.70,27.75,25.70,27.30,27.335643802647412755,20775,121,567898.00,17380,83.66,2.05,1.60
21-August-2007,31.05,31.05,27.05,27.40,28.728149554984545488,26853,170,771437.00,15535,57.85,4.00,-3.65
20-August-2007,27.20,28.55,26.40,28.25,27.602941961663730044,37458,146,1033951.00,21419,57.18,2.15,1.05
17-August-2007,26.25,27.50,25.45,26.80,26.345837421692203185,26498,111,698112.00,21174,79.91,2.05,0.55
16-August-2007,26.90,26.90,25.10,25.75,26.046909639088410038,33831,91,881193.00,31995,94.57,1.80,-1.15
14-August-2007,25.10,26.25,25.10,26.00,26.013636579234454299,42166,89,1096891.00,39550,93.80,1.15,0.90
13-August-2007,27.00,27.25,25.75,25.90,26.353569094473894415,41313,142,1088745.00,31218,75.56,1.50,-1.10
10-August-2007,26.90,26.90,26.15,26.45,26.452315541601255886,10192,43,269602.00,8850,86.83,0.75,-0.45
9-August-2007,27.75,27.90,27.00,27.30,27.480005403944879762,14804,59,406814.00,8738,59.02,0.90,-0.45
8-August-2007,27.00,27.45,26.65,27.10,27.025224935732647814,12448,76,336410.00,9793,78.67,0.80,0.10
7-August-2007,26.75,27.15,25.55,26.85,26.357296496343387027,20921,89,551421.00,15520,74.18,1.60,0.10
6-August-2007,25.00,26.95,25.00,26.05,26.011770761626572897,161247,159,4194320.00,150742,93.49,1.95,1.05
3-August-2007,26.20,26.90,25.85,25.95,26.116696588868940754,25622,83,669162.00,22384,87.36,1.05,-0.25
2-August-2007,26.50,27.00,26.20,26.50,26.461067798282838251,10133,62,268130.00,9506,93.81,0.80,0.00
1-August-2007,27.40,27.70,25.55,25.95,26.738307934839726747,15224,104,407064.00,12473,81.93,2.15,-1.45
31-July-2007,28.00,28.05,27.20,27.85,27.596970710497395957,20929,97,577577.00,14009,66.94,0.85,-0.15
30-July-2007,27.75,28.30,27.75,28.05,28.225651577503429355,33534,56,946519.00,31890,95.10,0.55,0.30
27-July-2007,28.70,28.85,27.75,27.90,28.080903271692745376,39368,129,1105489.00,30342,77.07,1.10,-0.80
26-July-2007,28.95,29.10,28.60,28.75,28.989908638176555083,137147,124,3975879.00,134587,98.13,0.50,-0.20
25-July-2007,28.95,29.00,28.40,28.90,28.868819936694752797,44862,116,1295113.00,36628,81.65,0.60,-0.05
24-July-2007,28.45,29.10,28.30,28.75,28.782832295020278463,23917,151,688399.00,21084,88.15,0.80,0.30
23-July-2007,28.00,28.75,27.50,28.05,28.232736872983279554,17045,123,481227.00,13981,82.02,1.25,0.05
20-July-2007,29.00,29.10,28.25,28.45,28.612719357299941654,22281,98,637520.00,16262,72.99,0.85,-0.55
19-July-2007,29.10,29.25,28.65,28.80,28.973268688986437790,30526,101,884438.00,25640,83.99,0.60,-0.30
18-July-2007,30.00,30.00,28.55,28.70,29.397293814432989690,23280,112,684369.00,20020,86.00,1.45,-1.30
17-July-2007,30.15,30.20,29.50,29.90,29.925608101054389811,47895,150,1433287.00,38160,79.67,0.70,-0.25
16-July-2007,29.75,30.75,29.50,29.90,30.118254846032947202,68716,307,2069606.00,55432,80.67,1.25,0.15
13-July-2007,29.65,29.75,28.95,29.60,29.581498008158773073,83591,230,2472747.00,69723,83.41,0.80,-0.05
12-July-2007,28.70,30.20,28.70,29.50,29.450915659110354423,115709,457,3407736.00,68700,59.37,1.50,0.80
11-July-2007,28.75,29.10,28.55,28.90,28.933792988868582821,24076,95,696610.00,22565,93.72,0.55,0.15
10-July-2007,29.30,29.90,28.75,28.90,29.303237704385771243,153998,220,4512640.00,139225,90.41,1.15,-0.40
9-July-2007,29.90,29.90,29.00,29.30,29.364951039248645908,37479,221,1100569.00,31257,83.40,0.90,-0.60
6-July-2007,27.30,29.80,27.30,29.00,28.046415469432090668,390344,448,10947750.00,349321,89.49,2.50,1.70
5-July-2007,29.35,29.50,27.45,27.60,27.960286968794103810,25508,200,713211.00,19182,75.20,2.05,-1.75
4-July-2007,29.10,29.10,28.00,28.35,28.327501402964381210,30293,193,858125.00,19493,64.35,1.10,-0.75
3-July-2007,30.85,30.85,28.00,28.70,28.918378777463784719,39279,319,1135885.00,26681,67.93,2.85,-2.15
2-July-2007,29.00,30.50,28.95,29.95,29.923785382340515420,82845,489,2479036.00,37361,45.10,1.55,0.95
29-June-2007,31.50,31.85,28.30,29.30,29.647165457081696804,155563,856,4612002.00,57748,37.12,3.55,-2.20
28-June-2007,32.05,32.30,30.50,31.25,31.496625881356103170,99137,682,3122481.00,42118,42.48,1.80,-0.80
27-June-2007,34.70,35.45,31.30,31.65,33.109608333779371621,298928,1584,9897389.00,149776,50.10,4.15,-3.05
26-June-2007,32.70,35.95,32.70,34.60,35.002772019404135828,666662,2870,23335018.00,182506,27.38,3.25,1.90
25-June-2007,27.80,32.70,26.50,32.70,31.425935229791216761,493622,2448,15512533.00,165446,33.52,6.20,4.90
22-June-2007,23.25,27.35,23.05,27.25,26.423315610935511178,164199,1082,4338682.00,65856,40.11,4.30,4.00
21-June-2007,23.40,23.50,22.50,22.80,23.013355649678917884,29276,131,673739.00,22436,76.64,1.00,-0.60
20-June-2007,22.60,23.30,22.50,22.90,22.940728196443691786,50783,121,1164999.00,38731,76.27,0.80,0.30
19-June-2007,23.50,23.50,22.50,22.90,22.957059463738003364,30321,109,696081.00,25360,83.64,1.00,-0.60
18-June-2007,23.90,24.00,22.60,22.95,23.220819497525217718,31922,131,741255.00,24277,76.05,1.40,-0.95
15-June-2007,24.00,24.10,23.00,23.10,23.391877389496277416,29818,138,697499.00,25336,84.97,1.10,-0.90
14-June-2007,23.50,24.00,23.30,23.70,23.697597652668256005,16359,115,387669.00,10935,66.84,0.70,0.20
13-June-2007,23.50,23.95,22.55,22.95,23.154705779640300331,17181,156,397821.00,12489,72.69,1.40,-0.55
12-June-2007,24.05,24.05,23.05,23.25,23.521297509829619921,18312,110,430722.00,14165,77.35,1.00,-0.80
11-June-2007,25.00,25.00,24.00,24.20,24.385826771653543307,19685,136,480035.00,15462,78.55,1.00,-0.80
8-June-2007,24.30,25.40,24.30,24.55,24.665074099448310676,55466,174,1368073.00,47368,85.40,1.10,0.25
7-June-2007,26.00,26.00,24.85,25.05,25.118498168498168498,21840,127,548588.00,17996,82.40,1.15,-0.95
6-June-2007,25.75,26.40,25.50,25.75,25.924635881223890707,17714,89,459229.00,13429,75.81,0.90,0.00
5-June-2007,26.50,27.00,25.60,25.95,26.299139322216245293,18590,95,488901.00,15347,82.56,1.40,-0.55
4-June-2007,27.10,27.10,26.10,26.40,26.472035440234158689,12641,55,334633.00,11470,90.74,1.00,-0.70
